DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
CXCL10,global_cortical_thickness,-0.032956243,0.035486339,0.353403664,0.328188146,cortical,global cortical thickness,0.580667867,No,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,global_cortical_thickness,-0.012129686,0.032357012,0.70788464,0.327408545,cortical,global cortical thickness,0.845157264,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,global_cortical_thickness,-0.012387478,0.033704058,0.713343746,0.327402659,cortical,global cortical thickness,0.845157264,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,global_cortical_thickness,0.135203514,0.037099824,0.000290496,0.341320813,cortical,global cortical thickness,0.014639993,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
CRP,global_cortical_thickness,-0.096254488,0.036195613,0.008032302,0.33481933,cortical,global cortical thickness,0.079592814,Yes,No,DNAm,Model 3 Lifestyle (n=709)
MST1,global_cortical_thickness,-0.029920482,0.032454297,0.356924285,0.328174621,cortical,global cortical thickness,0.580667867,No,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,global_cortical_thickness,0.026460424,0.032343938,0.413616038,0.32797969,cortical,global cortical thickness,0.634988003,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,global_cortical_thickness,0.047977016,0.031772805,0.131550591,0.329713701,cortical,global cortical thickness,0.369891521,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,global_cortical_thickness,-0.105054892,0.05367314,0.050758049,0.33137482,cortical,global cortical thickness,0.240549017,No,No,DNAm,Model 3 Lifestyle (n=709)
NCAM1,global_cortical_thickness,0.163363001,0.035064224,3.89E-06,0.349941696,cortical,global cortical thickness,0.000423919,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,global_cortical_thickness,-0.060702231,0.034876771,0.082269756,0.3305171,cortical,global cortical thickness,0.308668979,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,global_cortical_thickness,0.120895464,0.042638976,0.004726655,0.335840562,cortical,global cortical thickness,0.062603763,Yes,No,DNAm,Model 3 Lifestyle (n=709)
AFM,global_cortical_thickness,0.024724452,0.032767608,0.45081096,0.3278718,cortical,global cortical thickness,0.646557825,No,No,DNAm,Model 3 Lifestyle (n=709)
SELL,global_cortical_thickness,0.093702463,0.038841723,0.016135471,0.33349278,cortical,global cortical thickness,0.125350912,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,global_cortical_thickness,-0.021734919,0.034316847,0.526731366,0.327690178,cortical,global cortical thickness,0.708811345,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,global_cortical_thickness,-0.102278545,0.034646703,0.003275776,0.336551854,cortical,global cortical thickness,0.051008509,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,global_cortical_thickness,0.048121345,0.052111484,0.356140865,0.328177615,cortical,global cortical thickness,0.580667867,No,No,DNAm,Model 3 Lifestyle (n=709)
STC1,global_cortical_thickness,-0.104012764,0.069024782,0.132346507,0.329703619,cortical,global cortical thickness,0.369891521,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,global_cortical_thickness,0.014740102,0.033082717,0.656075241,0.327471232,cortical,global cortical thickness,0.824115845,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,global_cortical_thickness,-0.018688504,0.034068824,0.583510117,0.327581887,cortical,global cortical thickness,0.766296419,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,global_cortical_thickness,0.063949792,0.033411581,0.056078655,0.33119565,cortical,global cortical thickness,0.244502935,No,No,DNAm,Model 3 Lifestyle (n=709)
FAP,global_cortical_thickness,0.049188282,0.033589919,0.143596374,0.329567959,cortical,global cortical thickness,0.391300118,No,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,global_cortical_thickness,-0.090980665,0.033602711,0.006964677,0.33509305,cortical,global cortical thickness,0.07591498,Yes,No,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,global_cortical_thickness,0.118652633,0.036098069,0.001069792,0.33874254,cortical,global cortical thickness,0.023321469,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
ICAM5,global_cortical_thickness,-0.006085725,0.035208446,0.862826782,0.3272889,cortical,global cortical thickness,0.913088536,No,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,global_cortical_thickness,-0.031893814,0.033985518,0.348375877,0.328207783,cortical,global cortical thickness,0.580667867,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,global_cortical_thickness,0.073906284,0.037621193,0.049918626,0.33140489,cortical,global cortical thickness,0.240549017,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,global_cortical_thickness,0.025075088,0.039041274,0.52093372,0.327702457,cortical,global cortical thickness,0.708811345,No,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,global_cortical_thickness,0.01388413,0.032872067,0.672901929,0.327449481,cortical,global cortical thickness,0.824115845,No,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,global_cortical_volume,0.02478173,0.024973089,0.321418852,0.635928692,cortical,global cortical volume,0.556105633,No,No,DNAm,Model 3 Lifestyle (n=709)
EZR,global_cortical_volume,0.038914525,0.024644956,0.114843151,0.636808143,cortical,global cortical volume,0.336621398,No,No,DNAm,Model 3 Lifestyle (n=709)
FcRL2,global_cortical_volume,0.009530529,0.024031289,0.691807071,0.635444488,cortical,global cortical volume,0.852164522,No,No,DNAm,Model 3 Lifestyle (n=709)
G.CSF,global_cortical_volume,-0.034000025,0.02517711,0.177367938,0.636418307,cortical,global cortical volume,0.411342665,No,No,DNAm,Model 3 Lifestyle (n=709)
GDF.8,global_cortical_volume,0.076335221,0.025608933,0.002987232,0.640487891,cortical,global cortical volume,0.040701041,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
GZMA_olink,global_cortical_volume,0.039335585,0.024901558,0.114696899,0.636809314,cortical,global cortical volume,0.336621398,No,No,DNAm,Model 3 Lifestyle (n=709)
N.CDase,global_cortical_volume,0.01007315,0.02449151,0.681000463,0.635451448,cortical,global cortical volume,0.852164522,No,No,DNAm,Model 3 Lifestyle (n=709)
NEP,global_cortical_volume,-0.043093489,0.024566379,0.079894619,0.637147372,cortical,global cortical volume,0.311018337,No,No,DNAm,Model 3 Lifestyle (n=709)
NMNAT1,global_cortical_volume,0.038078951,0.024441817,0.11975546,0.636769712,cortical,global cortical volume,0.336621398,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3_olink,global_cortical_volume,0.062254117,0.025807812,0.01614415,0.638731964,cortical,global cortical volume,0.117314157,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SIGLEC1,global_cortical_volume,-0.008639269,0.024525381,0.72476388,0.635425035,cortical,global cortical volume,0.857216498,No,No,DNAm,Model 3 Lifestyle (n=709)
SKR3,global_cortical_volume,-0.0729188,0.027957937,0.009321627,0.639297132,cortical,global cortical volume,0.084671443,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SMPD1,global_cortical_volume,-0.028486201,0.024640697,0.248099185,0.636134137,cortical,global cortical volume,0.494364149,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL11,global_cortical_volume,-0.024035388,0.026180567,0.358942164,0.63584575,cortical,global cortical volume,0.570755372,No,No,DNAm,Model 3 Lifestyle (n=709)
CD6,global_cortical_volume,0.030705263,0.024440364,0.209466507,0.636275285,cortical,global cortical volume,0.465956108,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10_olink,global_cortical_volume,0.0302573,0.025614004,0.237943138,0.63616854,cortical,global cortical volume,0.494364149,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11_olink,global_cortical_volume,0.014845276,0.024804523,0.549730451,0.635562173,cortical,global cortical volume,0.758488851,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL9,global_cortical_volume,-0.024084896,0.025511884,0.34550261,0.635874058,cortical,global cortical volume,0.570755372,No,No,DNAm,Model 3 Lifestyle (n=709)
EN.RAGE,global_cortical_volume,-0.004001495,0.02522554,0.874012891,0.635367056,cortical,global cortical volume,0.933994168,No,No,DNAm,Model 3 Lifestyle (n=709)
FGF.21,global_cortical_volume,-0.048374484,0.025485208,0.058140346,0.637452361,cortical,global cortical volume,0.243742219,No,No,DNAm,Model 3 Lifestyle (n=709)
HGF,global_cortical_volume,-0.039992764,0.027261918,0.142886157,0.636609588,cortical,global cortical volume,0.370823598,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP.1_olink,global_cortical_volume,-0.049833322,0.025232947,0.048717792,0.637624638,cortical,global cortical volume,0.221259974,Yes,No,DNAm,Model 3 Lifestyle (n=709)
OSM,global_cortical_volume,-0.007826903,0.02533782,0.75749952,0.635408236,cortical,global cortical volume,0.869131028,No,No,DNAm,Model 3 Lifestyle (n=709)
TGF.alpha,global_cortical_volume,-0.04099173,0.026579837,0.123530788,0.63674134,cortical,global cortical volume,0.336621398,No,No,DNAm,Model 3 Lifestyle (n=709)
VEGFA,global_cortical_volume,-0.061674052,0.026424562,0.019914989,0.638518119,cortical,global cortical volume,0.135670866,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CCL21,global_cortical_volume,0.0125918,0.028931003,0.663542472,0.635463324,cortical,global cortical volume,0.850895641,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP9,global_cortical_volume,-0.044443546,0.02714509,0.102082132,0.636917074,cortical,global cortical volume,0.333895611,No,No,DNAm,Model 3 Lifestyle (n=709)
MPO,global_cortical_volume,-0.025563379,0.024060129,0.288430688,0.636012901,cortical,global cortical volume,0.523982416,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3,global_cortical_volume,0.098450599,0.026733788,0.00025092,0.643133234,cortical,global cortical volume,0.009116761,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
TNFRSF17,global_cortical_volume,-0.011818043,0.025252457,0.639951563,0.63548066,cortical,global cortical volume,0.837553663,No,No,DNAm,Model 3 Lifestyle (n=709)
MIA,global_cortical_volume,-0.000986248,0.024282789,0.96761578,0.635353271,cortical,global cortical volume,0.970519434,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL25,global_cortical_volume,-0.015727248,0.025022732,0.529895097,0.635583747,cortical,global cortical volume,0.74049443,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP1,global_cortical_volume,0.001225564,0.033148704,0.970519434,0.635353106,cortical,global cortical volume,0.970519434,No,No,DNAm,Model 3 Lifestyle (n=709)
LTF,global_cortical_volume,0.004215929,0.02493971,0.865816324,0.635369056,cortical,global cortical volume,0.933994168,No,No,DNAm,Model 3 Lifestyle (n=709)
BCAM,global_cortical_volume,-0.044535859,0.024437274,0.068865798,0.637289103,cortical,global cortical volume,0.278013777,No,No,DNAm,Model 3 Lifestyle (n=709)
EDA,global_cortical_volume,0.006167087,0.024864703,0.804196319,0.635388365,cortical,global cortical volume,0.887047645,No,No,DNAm,Model 3 Lifestyle (n=709)
C5,global_cortical_volume,-0.007253644,0.025858126,0.779174142,0.63539843,cortical,global cortical volume,0.875566819,No,No,DNAm,Model 3 Lifestyle (n=709)
GHR,global_cortical_volume,-0.015832692,0.025161941,0.529428372,0.635584272,cortical,global cortical volume,0.74049443,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP4,global_cortical_volume,-0.080249244,0.025527045,0.001747722,0.641055493,cortical,global cortical volume,0.028701091,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
CLEC11A,global_cortical_volume,-0.013573976,0.026056363,0.602589324,0.635511335,cortical,global cortical volume,0.810891806,No,No,DNAm,Model 3 Lifestyle (n=709)
VCAM1,global_cortical_volume,0.029333925,0.029415771,0.319046665,0.635934366,cortical,global cortical volume,0.556105633,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS4,global_cortical_volume,-0.031177481,0.025479359,0.221552616,0.636227981,cortical,global cortical volume,0.482984703,No,No,DNAm,Model 3 Lifestyle (n=709)
CD209,global_cortical_volume,0.009518106,0.026966108,0.724233879,0.635425328,cortical,global cortical volume,0.857216498,No,No,DNAm,Model 3 Lifestyle (n=709)
IL19,global_cortical_volume,0.032163414,0.024461177,0.189036156,0.636363062,cortical,global cortical volume,0.429269604,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11,global_cortical_volume,-0.001820876,0.025353061,0.942767644,0.635355328,cortical,global cortical volume,0.970078078,No,No,DNAm,Model 3 Lifestyle (n=709)
MRC2,global_cortical_volume,0.054303344,0.024444019,0.026673642,0.638222812,cortical,global cortical volume,0.161935482,Yes,No,DNAm,Model 3 Lifestyle (n=709)
CCL18,global_cortical_volume,-0.072980418,0.0331842,0.028227286,0.638165948,cortical,global cortical volume,0.161935482,Yes,No,DNAm,Model 3 Lifestyle (n=709)
RETN,global_cortical_volume,-0.016257924,0.024801832,0.512379886,0.635604041,cortical,global cortical volume,0.734860626,No,No,DNAm,Model 3 Lifestyle (n=709)
C9,global_cortical_volume,-0.02718831,0.024576118,0.269028769,0.636068394,cortical,global cortical volume,0.502468883,No,No,DNAm,Model 3 Lifestyle (n=709)
RARRES2,global_cortical_volume,-0.089644707,0.026935258,0.000925821,0.641732356,cortical,global cortical volume,0.020182898,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
TNFRSF1B,global_cortical_volume,0.026544717,0.029056456,0.361303859,0.635840925,cortical,global cortical volume,0.570755372,No,No,DNAm,Model 3 Lifestyle (n=709)
IDUA,global_cortical_volume,-0.005964596,0.02423407,0.805667127,0.635387814,cortical,global cortical volume,0.887047645,No,No,DNAm,Model 3 Lifestyle (n=709)
ADAMTS13,global_cortical_volume,0.036766714,0.025515727,0.15010393,0.636565496,cortical,global cortical volume,0.38049601,No,No,DNAm,Model 3 Lifestyle (n=709)
F7,global_cortical_volume,0.003336297,0.024727126,0.892715167,0.635362977,cortical,global cortical volume,0.944717993,No,No,DNAm,Model 3 Lifestyle (n=709)
GNLY,global_cortical_volume,0.039905101,0.026745166,0.136193275,0.636652767,cortical,global cortical volume,0.362074805,No,No,DNAm,Model 3 Lifestyle (n=709)
PIGR,global_cortical_volume,-0.117855512,0.033115774,0.000400806,0.642629406,cortical,global cortical volume,0.010921955,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
WFIKKN2,global_cortical_volume,0.027473489,0.028893938,0.342055323,0.635881561,cortical,global cortical volume,0.570755372,No,No,DNAm,Model 3 Lifestyle (n=709)
FCER2,global_cortical_volume,0.011502878,0.024624929,0.640575252,0.635480182,cortical,global cortical volume,0.837553663,No,No,DNAm,Model 3 Lifestyle (n=709)
CD48,global_cortical_volume,-0.001493423,0.024944469,0.952278481,0.635354406,cortical,global cortical volume,0.970078078,No,No,DNAm,Model 3 Lifestyle (n=709)
CD5L,global_cortical_volume,-0.00153988,0.025514415,0.951893602,0.63535444,cortical,global cortical volume,0.970078078,No,No,DNAm,Model 3 Lifestyle (n=709)
CNTN4,global_cortical_volume,0.074803221,0.025683654,0.003714266,0.640258302,cortical,global cortical volume,0.044983886,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
FCGR3B,global_cortical_volume,0.02958598,0.025440627,0.245298895,0.636143449,cortical,global cortical volume,0.494364149,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPIND1,global_cortical_volume,-0.075525639,0.029293906,0.010160398,0.639207983,cortical,global cortical volume,0.085191029,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LY9,global_cortical_volume,0.032509686,0.028026925,0.246516316,0.636139385,cortical,global cortical volume,0.494364149,No,No,DNAm,Model 3 Lifestyle (n=709)
THBS2,global_cortical_volume,-0.097835156,0.026052806,0.000189409,0.643436328,cortical,global cortical volume,0.009116761,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
ACY1,global_cortical_volume,-0.012203637,0.031259965,0.69638045,0.63544163,cortical,global cortical volume,0.852164522,No,No,DNAm,Model 3 Lifestyle (n=709)
BMP1,global_cortical_volume,0.029664844,0.031701171,0.349757379,0.635864936,cortical,global cortical volume,0.570755372,No,No,DNAm,Model 3 Lifestyle (n=709)
TPSB2,global_cortical_volume,0.008362928,0.024350764,0.731386553,0.635421439,cortical,global cortical volume,0.857216498,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA,global_cortical_volume,0.009862966,0.024797519,0.690958305,0.635445024,cortical,global cortical volume,0.852164522,No,No,DNAm,Model 3 Lifestyle (n=709)
INSR,global_cortical_volume,-0.018986722,0.02535715,0.454277734,0.635680695,cortical,global cortical volume,0.697412295,No,No,DNAm,Model 3 Lifestyle (n=709)
SELE,global_cortical_volume,-0.049655647,0.032089313,0.122270604,0.636750703,cortical,global cortical volume,0.336621398,No,No,DNAm,Model 3 Lifestyle (n=709)
MPL,global_cortical_volume,0.02730685,0.024835862,0.27197857,0.636059638,cortical,global cortical volume,0.502468883,No,No,DNAm,Model 3 Lifestyle (n=709)
B2M,global_cortical_volume,0.020816143,0.031290695,0.50613703,0.63561157,cortical,global cortical volume,0.734860626,No,No,DNAm,Model 3 Lifestyle (n=709)
LTA.LTB,global_cortical_volume,0.040828283,0.035417708,0.2494498,0.636129692,cortical,global cortical volume,0.494364149,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL22,global_cortical_volume,0.007695052,0.025856155,0.766100164,0.635404222,cortical,global cortical volume,0.869842894,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL17,global_cortical_volume,-0.042677228,0.025650595,0.096657907,0.636967972,cortical,global cortical volume,0.333895611,No,No,DNAm,Model 3 Lifestyle (n=709)
ADIPOQ,global_cortical_volume,0.072067868,0.051498033,0.162182721,0.636496815,cortical,global cortical volume,0.392842592,No,No,DNAm,Model 3 Lifestyle (n=709)
CHIT1,global_cortical_volume,-0.024075588,0.036216994,0.50645077,0.635611187,cortical,global cortical volume,0.734860626,No,No,DNAm,Model 3 Lifestyle (n=709)
HGFAC,global_cortical_volume,-0.038912088,0.024411784,0.111446738,0.636835788,cortical,global cortical volume,0.336621398,No,No,DNAm,Model 3 Lifestyle (n=709)
ESM1,global_cortical_volume,-0.011388563,0.024741042,0.645454199,0.63547648,cortical,global cortical volume,0.837553663,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10,global_cortical_volume,-0.024558656,0.026477517,0.35401189,0.635855964,cortical,global cortical volume,0.570755372,No,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,global_cortical_volume,-0.041429396,0.024088098,0.08594596,0.63707828,cortical,global cortical volume,0.312270323,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,global_cortical_volume,0.002452042,0.025150194,0.922363952,0.635357877,cortical,global cortical volume,0.966708373,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,global_cortical_volume,0.048200705,0.027908471,0.084646254,0.637092668,cortical,global cortical volume,0.312270323,No,No,DNAm,Model 3 Lifestyle (n=709)
CRP,global_cortical_volume,-0.059564191,0.027054562,0.028057723,0.638171994,cortical,global cortical volume,0.161935482,Yes,No,DNAm,Model 3 Lifestyle (n=709)
MST1,global_cortical_volume,-0.034278038,0.024192699,0.157020027,0.636525437,cortical,global cortical volume,0.388981431,No,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,global_cortical_volume,-0.027148883,0.024121256,0.260804134,0.63609345,cortical,global cortical volume,0.498730712,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,global_cortical_volume,0.005263154,0.023749161,0.824686877,0.635381095,cortical,global cortical volume,0.898908696,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,global_cortical_volume,-0.124670081,0.039858114,0.001843189,0.640999024,cortical,global cortical volume,0.028701091,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
NCAM1,global_cortical_volume,0.105351699,0.026277739,6.83E-05,0.644537956,cortical,global cortical volume,0.007448196,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,global_cortical_volume,-0.029463064,0.02605918,0.258650272,0.636100174,cortical,global cortical volume,0.498730712,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,global_cortical_volume,0.052464751,0.031950032,0.101077298,0.636926277,cortical,global cortical volume,0.333895611,No,No,DNAm,Model 3 Lifestyle (n=709)
AFM,global_cortical_volume,0.024588126,0.02444025,0.314782494,0.635944706,cortical,global cortical volume,0.556105633,No,No,DNAm,Model 3 Lifestyle (n=709)
SELL,global_cortical_volume,0.072064938,0.028972558,0.013130754,0.638943664,cortical,global cortical volume,0.1022323,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,global_cortical_volume,-0.009747497,0.02561015,0.703622083,0.635437211,cortical,global cortical volume,0.852164522,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,global_cortical_volume,-0.05035824,0.025953027,0.052787394,0.637546257,cortical,global cortical volume,0.230153037,No,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,global_cortical_volume,0.012471405,0.038905443,0.748653922,0.635412536,cortical,global cortical volume,0.868119973,No,No,DNAm,Model 3 Lifestyle (n=709)
STC1,global_cortical_volume,-0.069940183,0.05151921,0.175097118,0.636429547,cortical,global cortical volume,0.411342665,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,global_cortical_volume,0.052133264,0.024599337,0.03446107,0.63796652,cortical,global cortical volume,0.163315505,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,global_cortical_volume,-0.013950094,0.025419813,0.583347727,0.635528779,cortical,global cortical volume,0.794811278,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,global_cortical_volume,0.019033118,0.024991085,0.44658964,0.63569203,cortical,global cortical volume,0.695403868,No,No,DNAm,Model 3 Lifestyle (n=709)
FAP,global_cortical_volume,0.017030021,0.02509637,0.497653214,0.63562206,cortical,global cortical volume,0.734860626,No,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,global_cortical_volume,-0.069374733,0.025065474,0.005812636,0.639788574,cortical,global cortical volume,0.063357736,Yes,No,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,global_cortical_volume,0.072904853,0.027009083,0.007138007,0.639574308,cortical,global cortical volume,0.070731162,Yes,No,DNAm,Model 3 Lifestyle (n=709)
ICAM5,global_cortical_volume,-0.055886173,0.026175014,0.033143244,0.638005362,cortical,global cortical volume,0.163315505,Yes,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,global_cortical_volume,-0.041209535,0.025321753,0.104150925,0.636898433,cortical,global cortical volume,0.333895611,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,global_cortical_volume,0.059906501,0.028054657,0.033122464,0.638005987,cortical,global cortical volume,0.163315505,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,global_cortical_volume,0.062354417,0.029032121,0.032117417,0.638036728,cortical,global cortical volume,0.163315505,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,global_cortical_volume,0.016960031,0.02452097,0.489412623,0.635632543,cortical,global cortical volume,0.734860626,No,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,global_subcortical_volume,0.02278256,0.02846052,0.42373204,0.525394283,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
EZR,global_subcortical_volume,0.016401928,0.028141271,0.560212983,0.525162055,subcortical,global subcortical volume,0.865953416,No,No,DNAm,Model 3 Lifestyle (n=709)
FcRL2,global_subcortical_volume,-0.012027686,0.027475451,0.661713111,0.525047766,subcortical,global subcortical volume,0.901584113,No,No,DNAm,Model 3 Lifestyle (n=709)
G.CSF,global_subcortical_volume,-0.032312195,0.028712584,0.260872537,0.525876119,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
GDF.8,global_subcortical_volume,-0.018106296,0.029356755,0.537616266,0.525193457,subcortical,global subcortical volume,0.861767251,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA_olink,global_subcortical_volume,0.028164397,0.028464496,0.322828671,0.525654886,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
N.CDase,global_subcortical_volume,0.017997168,0.028099246,0.522095384,0.525216464,subcortical,global subcortical volume,0.861767251,No,No,DNAm,Model 3 Lifestyle (n=709)
NEP,global_subcortical_volume,-0.054285777,0.027939529,0.05247528,0.527798357,subcortical,global subcortical volume,0.571980555,No,No,DNAm,Model 3 Lifestyle (n=709)
NMNAT1,global_subcortical_volume,0.022944499,0.027931033,0.411697066,0.525420506,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3_olink,global_subcortical_volume,0.002930045,0.02975135,0.921579727,0.524907263,subcortical,global subcortical volume,0.984825394,No,No,DNAm,Model 3 Lifestyle (n=709)
SIGLEC1,global_subcortical_volume,-0.039892585,0.027998989,0.154726143,0.526462841,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
SKR3,global_subcortical_volume,-0.049466221,0.032139379,0.1242904,0.526722755,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
SMPD1,global_subcortical_volume,-0.001534728,0.028066695,0.956409985,0.52490208,subcortical,global subcortical volume,0.992844651,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL11,global_subcortical_volume,-0.004046278,0.030152533,0.893293371,0.524913681,subcortical,global subcortical volume,0.964049282,No,No,DNAm,Model 3 Lifestyle (n=709)
CD6,global_subcortical_volume,0.020233584,0.028046758,0.470923308,0.52530149,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10_olink,global_subcortical_volume,-0.031419547,0.029236302,0.282941332,0.525790304,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11_olink,global_subcortical_volume,0.006504742,0.028366063,0.818700928,0.52494039,subcortical,global subcortical volume,0.94770885,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL9,global_subcortical_volume,0.014567256,0.02916553,0.617628179,0.525092412,subcortical,global subcortical volume,0.87864877,No,No,DNAm,Model 3 Lifestyle (n=709)
EN.RAGE,global_subcortical_volume,0.033496178,0.029038615,0.249151392,0.525925446,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
FGF.21,global_subcortical_volume,-0.068872722,0.0291138,0.018308234,0.529184001,subcortical,global subcortical volume,0.498899369,Yes,No,DNAm,Model 3 Lifestyle (n=709)
HGF,global_subcortical_volume,-0.007191029,0.031331412,0.81854498,0.524940461,subcortical,global subcortical volume,0.94770885,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP.1_olink,global_subcortical_volume,0.017166175,0.029215776,0.5570398,0.52516632,subcortical,global subcortical volume,0.865953416,No,No,DNAm,Model 3 Lifestyle (n=709)
OSM,global_subcortical_volume,0.023517893,0.02920941,0.421045545,0.52540004,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
TGF.alpha,global_subcortical_volume,0.009766216,0.030422203,0.748302284,0.524979369,subcortical,global subcortical volume,0.930382652,No,No,DNAm,Model 3 Lifestyle (n=709)
VEGFA,global_subcortical_volume,-0.044382216,0.030497634,0.14610545,0.526530203,subcortical,global subcortical volume,0.855510677,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL21,global_subcortical_volume,-0.023061724,0.033199313,0.48754039,0.525272243,subcortical,global subcortical volume,0.85712746,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP9,global_subcortical_volume,-0.010667076,0.031099477,0.731716735,0.524990638,subcortical,global subcortical volume,0.930382652,No,No,DNAm,Model 3 Lifestyle (n=709)
MPO,global_subcortical_volume,0.001583874,0.027641041,0.954323607,0.524902307,subcortical,global subcortical volume,0.992844651,No,No,DNAm,Model 3 Lifestyle (n=709)
