"","DNAm","metric","estimate","std.error","p.value","r2","modality","brain_metric","pFDR","significance","FDR_significance","omic_type","model"
"153","CCL21","gf",-0.128440522548343,0.0374868390867562,0.000647810627038157,0.0396973468905397,"cognitive","gf",0.0161946594333091,"Yes","Yes","protein","Model 1 (n=709)"
"154","CD163","gf",-0.0923863666444512,0.0376667843437549,0.0144217653361228,0.0318791265999771,"cognitive","gf",0.0670612088129709,"Yes","No","protein","Model 1 (n=709)"
"155","CHIT1","gf",-0.121081590898949,0.038859130559598,0.00190904623391836,0.0369382071887936,"cognitive","gf",0.0253630428220582,"Yes","Yes","protein","Model 1 (n=709)"
"156","CRP","gf",-0.111708703495239,0.037581429681882,0.0030562106515379,0.0357464112107824,"cognitive","gf",0.0284227590593025,"Yes","Yes","protein","Model 1 (n=709)"
"157","CXCL11","gf",-0.097614307498774,0.0378298760223357,0.0100734834988064,0.0327628710650598,"cognitive","gf",0.0520463314104999,"Yes","No","protein","Model 1 (n=709)"
"158","FCER2","gf",-0.106176835191149,0.0372329106536329,0.00447740627492853,0.0347847027205693,"cognitive","gf",0.0346998986306961,"Yes","Yes","protein","Model 1 (n=709)"
"159","IDUA","gf",-0.0948760112708687,0.0374745169036637,0.011568167569209,0.0324212222237742,"cognitive","gf",0.0566231359966547,"Yes","No","protein","Model 1 (n=709)"
"160","IGFBP1","gf",0.0766349302796213,0.038560737914691,0.047270988658611,0.0290254031877888,"cognitive","gf",0.146540064841694,"Yes","No","protein","Model 1 (n=709)"
"161","LTF","gf",-0.112793165908299,0.0372970673350315,0.00258463457714774,0.0361700758360368,"cognitive","gf",0.0267078906305267,"Yes","Yes","protein","Model 1 (n=709)"
"162","MIA","gf",0.0771571846651383,0.0375741002092882,0.0403998969550415,0.029395172225753,"cognitive","gf",0.129558290235133,"Yes","No","protein","Model 1 (n=709)"
"163","MMP2","gf",0.0850156974129986,0.0382245776480902,0.0264606086863443,0.0304044860482743,"cognitive","gf",0.0946475618396162,"Yes","No","protein","Model 1 (n=709)"
"164","MPO","gf",-0.127688411268187,0.0373701306089907,0.000670271762624383,0.0396099442769906,"cognitive","gf",0.0161946594333091,"Yes","Yes","protein","Model 1 (n=709)"
"165","NCAM1","gf",0.0866164834912307,0.0380832834695089,0.0232452432635621,0.0307168482202929,"cognitive","gf",0.0900753176463032,"Yes","No","protein","Model 1 (n=709)"
"166","NTRK3","gf",0.116423948815501,0.038072458241523,0.00231381757018086,0.0364503729079778,"cognitive","gf",0.0267078906305267,"Yes","Yes","protein","Model 1 (n=709)"
"167","OMD","gf",0.128094385078914,0.0383631457041285,0.000885559610774464,0.0388965546150398,"cognitive","gf",0.0161946594333091,"Yes","Yes","protein","Model 1 (n=709)"
"168","PIGR","gf",-0.100785610936015,0.0373697686263756,0.00716617227365756,0.0336082018262571,"cognitive","gf",0.0444302680966769,"Yes","Yes","protein","Model 1 (n=709)"
"169","RARRES2","gf",-0.101237966868665,0.0383492719856758,0.00847874946341633,0.0331899437846967,"cognitive","gf",0.0492827312561074,"Yes","Yes","protein","Model 1 (n=709)"
"170","S100A9","gf",-0.0831464077895665,0.0378199840574954,0.0282429963164856,0.0302478730863498,"cognitive","gf",0.0972814317567839,"Yes","No","protein","Model 1 (n=709)"
"171","SELE","gf",-0.108771706757441,0.0372603547980401,0.00362207525571108,0.035317949330065,"cognitive","gf",0.0306229998891937,"Yes","Yes","protein","Model 1 (n=709)"
"172","SERPIND1","gf",-0.0904541385752758,0.0379558185873234,0.0174324651107991,0.03141550696662,"cognitive","gf",0.0736917843320145,"Yes","No","protein","Model 1 (n=709)"
"173","TNFRSF1B","gf",-0.09125711897732,0.0379798570124486,0.0165315449940128,0.0315450143755935,"cognitive","gf",0.0732111278306283,"Yes","No","protein","Model 1 (n=709)"
"174","WFIKKN2","gf",0.104134313043189,0.0380729243752528,0.00639413797650115,0.0338924473830655,"cognitive","gf",0.0424753451296148,"Yes","Yes","protein","Model 1 (n=709)"
"175","CRTAM","gf",-0.0987300822023279,0.0381186388251649,0.00979601351050183,0.032831976355501,"cognitive","gf",0.0520463314104999,"Yes","No","protein","Model 1 (n=709)"
"176","NMNAT1","gf",-0.122033988713312,0.0370694491507852,0.00104481673763285,0.0384737519379784,"cognitive","gf",0.0161946594333091,"Yes","Yes","protein","Model 1 (n=709)"
"177","HGF","gf",-0.0867803213898938,0.0379031380808978,0.0223467193689873,0.0308121730501641,"cognitive","gf",0.0900753176463032,"Yes","No","protein","Model 1 (n=709)"
"178","OSM","gf",-0.0837736941392793,0.0373261939736985,0.0251217562879401,0.0305294994508819,"cognitive","gf",0.0934529333911373,"Yes","No","protein","Model 1 (n=709)"
"179","ACY1","Brain_age",0.0829558256907444,0.0219383696039612,0.000169244004608039,0.681520228825672,"brain_ageing","relative brain age",0.00314793848570952,"Yes","Yes","protein","Model 1 (n=709)"
"180","AFM","Brain_age",0.0921505040529792,0.021395618596781,1.89012179305902e-05,0.683394283168324,"brain_ageing","relative brain age",0.00175781326754488,"Yes","Yes","protein","Model 1 (n=709)"
"181","BCAM","Brain_age",0.044787179599754,0.0217725498241932,0.040049491695611,0.67699332401205,"brain_ageing","relative brain age",0.155191780320492,"Yes","No","protein","Model 1 (n=709)"
"182","BMP1","Brain_age",0.0504732633732492,0.021768789634399,0.0207018938276681,0.677514455654937,"brain_ageing","relative brain age",0.113251536821949,"Yes","No","protein","Model 1 (n=709)"
"183","C4A.C4B","Brain_age",0.0450033806963523,0.0215966204846242,0.0375370024111163,0.677043868475425,"brain_ageing","relative brain age",0.151780053227557,"Yes","No","protein","Model 1 (n=709)"
"184","C5","Brain_age",0.0529035998846779,0.0218974779624881,0.0159469716172585,0.6777238752721,"brain_ageing","relative brain age",0.105933454314646,"Yes","No","protein","Model 1 (n=709)"
"185","CCL21","Brain_age",0.0509055155050989,0.0215386189638534,0.0183762683061232,0.677609882127082,"brain_ageing","relative brain age",0.112393482521656,"Yes","No","protein","Model 1 (n=709)"
"186","CCL22","Brain_age",0.0488611482236791,0.0219495870463551,0.026325815447163,0.677323142787781,"brain_ageing","relative brain age",0.122415041829308,"Yes","No","protein","Model 1 (n=709)"
"187","CCL25","Brain_age",0.0537395285798579,0.0214178328023085,0.0123273861032133,0.677931994058765,"brain_ageing","relative brain age",0.0885884976522803,"Yes","No","protein","Model 1 (n=709)"
"188","CD163","Brain_age",0.0483642439123536,0.0216299845548432,0.0256655806792477,0.677343286034061,"brain_ageing","relative brain age",0.122415041829308,"Yes","No","protein","Model 1 (n=709)"
"189","ENPP7","Brain_age",0.0585922931781036,0.0215170535546928,0.00662818035221383,0.678438798621284,"brain_ageing","relative brain age",0.0659238207224677,"Yes","No","protein","Model 1 (n=709)"
"190","ICAM5","Brain_age",0.0515568815901343,0.0219918260126668,0.0193365131220053,0.677569050281817,"brain_ageing","relative brain age",0.112393482521656,"Yes","No","protein","Model 1 (n=709)"
"191","IDUA","Brain_age",0.0690015094937424,0.0214782849378359,0.00137522880398678,0.67974690061933,"brain_ageing","relative brain age",0.0182708969672529,"Yes","Yes","protein","Model 1 (n=709)"
"192","IGFBP1","Brain_age",-0.0449406587530925,0.0221615134565094,0.0429496835604286,0.676938954643625,"brain_ageing","relative brain age",0.159772822844794,"Yes","No","protein","Model 1 (n=709)"
"193","IGFBP4","Brain_age",0.0785829167690807,0.0221024584914617,0.000402664665434356,0.680783622551073,"brain_ageing","relative brain age",0.00624130231423252,"Yes","Yes","protein","Model 1 (n=709)"
"194","LGALS3BP","Brain_age",0.0827905820638924,0.0213705531373237,0.000117027158208795,0.681834690856907,"brain_ageing","relative brain age",0.00272088142835448,"Yes","Yes","protein","Model 1 (n=709)"
"195","LGALS4","Brain_age",0.0471423004562097,0.0214649928471875,0.0284000820047343,0.677263108034129,"brain_ageing","relative brain age",0.125771791735252,"Yes","No","protein","Model 1 (n=709)"
"196","MMP9","Brain_age",0.0592832520609032,0.0221016461615548,0.00748328062870949,0.678339174762329,"brain_ageing","relative brain age",0.0659238207224677,"Yes","No","protein","Model 1 (n=709)"
"197","MST1","Brain_age",0.043012940807689,0.021447650088338,0.0452934654738891,0.676897758860241,"brain_ageing","relative brain age",0.162011241887373,"Yes","No","protein","Model 1 (n=709)"
"198","PIGR","Brain_age",0.0536841553140039,0.021409541497248,0.0123833383815015,0.677928321166823,"brain_ageing","relative brain age",0.0885884976522803,"Yes","No","protein","Model 1 (n=709)"
"199","PRSS2","Brain_age",0.0461254955457953,0.0217146330674008,0.0340041815124405,0.677121264761557,"brain_ageing","relative brain age",0.143744949120771,"Yes","No","protein","Model 1 (n=709)"
"200","RARRES2","Brain_age",0.0501294227491425,0.0220736483476922,0.0234476904893828,0.677415111239368,"brain_ageing","relative brain age",0.121146400861811,"Yes","No","protein","Model 1 (n=709)"
"201","SERPIND1","Brain_age",0.0582002901466726,0.0218111632066329,0.00779744116072198,0.678305463768152,"brain_ageing","relative brain age",0.0659238207224677,"Yes","No","protein","Model 1 (n=709)"
"202","STC1","Brain_age",0.0876695447242005,0.021949882225485,7.17768625677073e-05,0.682252045193145,"brain_ageing","relative brain age",0.00234603695250727,"Yes","Yes","protein","Model 1 (n=709)"
"203","SMPD1","Brain_age",0.0872512943896155,0.0219156571080582,7.56786113712022e-05,0.682206818678843,"brain_ageing","relative brain age",0.00234603695250727,"Yes","Yes","protein","Model 1 (n=709)"
"204","HGF","Brain_age",0.0650463415376272,0.0216587145839106,0.0027658818559638,0.679162352342611,"brain_ageing","relative brain age",0.0321533765755792,"Yes","Yes","protein","Model 1 (n=709)"
"205","ACY1","APOE",-0.0863760018161189,0.0395910391801744,0.0294714314002026,0.0118297782183738,"genetic","APOE",0.274084312021884,"Yes","No","protein","Model 1 (n=709)"
"206","B2M","APOE",-0.087211323534265,0.0394267675754407,0.0272980811961109,0.0120208732268032,"genetic","APOE",0.274084312021884,"Yes","No","protein","Model 1 (n=709)"
"207","CCL18","APOE",-0.0799993488349592,0.0392610679303827,0.0419722992367784,0.0109555441814752,"genetic","APOE",0.301034587224569,"Yes","No","protein","Model 1 (n=709)"
"208","CD48","APOE",-0.0956271598346713,0.0387580725231339,0.0138584295178635,0.0137336620912394,"genetic","APOE",0.257766789032261,"Yes","No","protein","Model 1 (n=709)"
"209","CRP","APOE",-0.145362560376867,0.0380599332038018,0.000146010286028806,0.0257506338944626,"genetic","APOE",0.013578956600679,"Yes","Yes","protein","Model 1 (n=709)"
"210","ENPP7","APOE",-0.0898951270142218,0.0382560633532081,0.0190658640296636,0.0129231840141642,"genetic","APOE",0.274084312021884,"Yes","No","protein","Model 1 (n=709)"
"211","FCGR3B","APOE",-0.100138745509511,0.0381707516312208,0.00889895452637227,0.0148701462173264,"genetic","APOE",0.206900692738155,"Yes","No","protein","Model 1 (n=709)"
"212","IDUA","APOE",-0.0877102010937544,0.0383346656883154,0.0224414836375046,0.0125120168969361,"genetic","APOE",0.274084312021884,"Yes","No","protein","Model 1 (n=709)"
"213","LY9","APOE",-0.0788844757685153,0.0387343193873298,0.0420801035905312,0.0109492527045039,"genetic","APOE",0.301034587224569,"Yes","No","protein","Model 1 (n=709)"
"214","LYZ","APOE",-0.115788321644918,0.0382974550778842,0.00259319013932084,0.0180846429209511,"genetic","APOE",0.120583341478419,"Yes","No","protein","Model 1 (n=709)"
"215","MPO","APOE",-0.0801887198075061,0.0382194122133414,0.0362617801140191,0.0113154912122496,"genetic","APOE",0.301034587224569,"Yes","No","protein","Model 1 (n=709)"
"216","PIGR","APOE",-0.107913722431135,0.0383285373207902,0.00501065257205336,0.0163594792200076,"genetic","APOE",0.155330229733654,"Yes","No","protein","Model 1 (n=709)"
"217","TNFRSF1B","APOE",-0.0876115648702845,0.0389959945432135,0.0249790504749145,0.0122430226171874,"genetic","APOE",0.274084312021884,"Yes","No","protein","Model 1 (n=709)"
"218","ACY1","processing_speed",-0.0839592287441717,0.0346674936477961,0.0156950615270144,0.205036532376683,"cognitive","processing speed",0.0550117573648472,"Yes","No","protein","Model 1 (n=709)"
"219","ADAMTS13","processing_speed",0.0873062088727764,0.0340285146619489,0.010504522512809,0.205843643043386,"cognitive","processing speed",0.0444054815314199,"Yes","Yes","protein","Model 1 (n=709)"
"220","AFM","processing_speed",-0.0779185978411805,0.0339927509255403,0.0221893008354225,0.204347714237091,"cognitive","processing speed",0.0606942640498322,"Yes","No","protein","Model 1 (n=709)"
"221","C4A.C4B","processing_speed",-0.109476031807513,0.0338688700269019,0.00128532495482767,0.210164461474238,"cognitive","processing speed",0.0149419025998717,"Yes","Yes","protein","Model 1 (n=709)"
"222","C5","processing_speed",-0.0934332692534396,0.0346027206434133,0.00709783732439981,0.206638843953534,"cognitive","processing speed",0.0412561794480739,"Yes","Yes","protein","Model 1 (n=709)"
"223","C9","processing_speed",-0.0833288256574733,0.0344983381637677,0.0159711553639879,0.20500167301639,"cognitive","processing speed",0.0550117573648472,"Yes","No","protein","Model 1 (n=709)"
"224","CCL21","processing_speed",-0.0851747873347183,0.0339820430553013,0.0124201840983238,0.205505937118643,"cognitive","processing speed",0.0502207443975702,"Yes","No","protein","Model 1 (n=709)"
"225","CCL25","processing_speed",-0.0737717651911389,0.0337368803401433,0.0290962054013005,0.203814104346006,"cognitive","processing speed",0.0746504347916907,"Yes","No","protein","Model 1 (n=709)"
"226","CD163","processing_speed",-0.100570080416476,0.0339237048625305,0.00313380114127768,0.208315478364661,"cognitive","processing speed",0.0224187312414481,"Yes","Yes","protein","Model 1 (n=709)"
"227","CD48","processing_speed",-0.0882915157404099,0.0342980171101648,0.0102503427377414,0.205893134455888,"cognitive","processing speed",0.0444054815314199,"Yes","Yes","protein","Model 1 (n=709)"
"228","CHIT1","processing_speed",-0.0775356821453535,0.0352281202773454,0.0280645973362226,0.203884878705757,"cognitive","processing speed",0.0745716443505343,"Yes","No","protein","Model 1 (n=709)"
"229","CLEC11A","processing_speed",-0.0885769402969288,0.0341443633413182,0.00967978972821555,0.206008956618211,"cognitive","processing speed",0.0444054815314199,"Yes","Yes","protein","Model 1 (n=709)"
"230","CLEC11A.1","processing_speed",-0.085153653028209,0.0341895243324347,0.012982189633605,0.20541695008973,"cognitive","processing speed",0.0503059848302192,"Yes","No","protein","Model 1 (n=709)"
"231","CRP","processing_speed",-0.128196649490655,0.0338073179335918,0.000162350592242964,0.214510698846867,"cognitive","processing speed",0.00377465126964892,"Yes","Yes","protein","Model 1 (n=709)"
"232","CXCL11","processing_speed",-0.0739388195719498,0.0342789505125047,0.0313474002318512,0.203668312143294,"cognitive","processing speed",0.0746504347916907,"Yes","No","protein","Model 1 (n=709)"
"233","F7","processing_speed",-0.0800933136303247,0.0348109497756404,0.0216955388697295,0.204392253345811,"cognitive","processing speed",0.0606942640498322,"Yes","No","protein","Model 1 (n=709)"
"234","FAP","processing_speed",0.10096945916845,0.0337260242479202,0.00285221210540113,0.208509887253125,"cognitive","processing speed",0.0221046438168588,"Yes","Yes","protein","Model 1 (n=709)"
"235","FCER2","processing_speed",-0.0785484737699028,0.0337738855722108,0.0203185002674944,0.204522226831837,"cognitive","processing speed",0.0606942640498322,"Yes","No","protein","Model 1 (n=709)"
"236","FCGR3B","processing_speed",-0.102661013254266,0.0339625636681766,0.00259617954227979,0.208704331252229,"cognitive","processing speed",0.0219495179483655,"Yes","Yes","protein","Model 1 (n=709)"
"237","IDUA","processing_speed",-0.0708543664358297,0.0339485651066681,0.0372394186941491,0.203333079685991,"cognitive","processing speed",0.084469900940387,"Yes","No","protein","Model 1 (n=709)"
"238","IGFBP1","processing_speed",0.0716343655962054,0.0348618916787807,0.0402685408480689,0.203181710395092,"cognitive","processing speed",0.0891660547350098,"Yes","No","protein","Model 1 (n=709)"
"239","IGFBP4","processing_speed",-0.080415865506462,0.0348982165328069,0.0214978626192713,0.204410378760615,"cognitive","processing speed",0.0606942640498322,"Yes","No","protein","Model 1 (n=709)"
"240","LTF","processing_speed",-0.103561550894213,0.0337358992020749,0.00222503837693062,0.209023748519127,"cognitive","processing speed",0.0206928569054547,"Yes","Yes","protein","Model 1 (n=709)"
"241","LY9","processing_speed",-0.0893165217005528,0.0342275626095798,0.00926144618346632,0.206098404332558,"cognitive","processing speed",0.0444054815314199,"Yes","Yes","protein","Model 1 (n=709)"
"242","LYZ","processing_speed",-0.0797420732040669,0.0340576034170055,0.0194917865907202,0.20460470047916,"cognitive","processing speed",0.0606942640498322,"Yes","No","protein","Model 1 (n=709)"
"243","MIA","processing_speed",0.0737230549844629,0.0339530842279271,0.0302421054219149,0.203738482703786,"cognitive","processing speed",0.0746504347916907,"Yes","No","protein","Model 1 (n=709)"
"244","MMP2","processing_speed",0.085471729314773,0.0345507590006127,0.0136045133251076,0.205322908812143,"cognitive","processing speed",0.0506087895694003,"Yes","No","protein","Model 1 (n=709)"
"245","MPO","processing_speed",-0.133628044079226,0.0336762891229802,7.99453371604393e-05,0.216009851341013,"cognitive","processing speed",0.00247830545197362,"Yes","Yes","protein","Model 1 (n=709)"
"246","NCAM1","processing_speed",0.0954495210539682,0.0344047973985589,0.00567937338582012,0.207093835431857,"cognitive","processing speed",0.0352121149920847,"Yes","Yes","protein","Model 1 (n=709)"
"247","NTRK3","processing_speed",0.108607222787361,0.0344497467590048,0.00168716352045052,0.209598152266224,"cognitive","processing speed",0.0174340230446554,"Yes","Yes","protein","Model 1 (n=709)"
"248","OMD","processing_speed",0.0905869594894569,0.0347635298904407,0.00936073299744446,0.206076807127552,"cognitive","processing speed",0.0444054815314199,"Yes","Yes","protein","Model 1 (n=709)"
"249","PIGR","processing_speed",-0.124376817476916,0.0334890157038261,0.000220287054494473,0.213866258804412,"cognitive","processing speed",0.00409733921359721,"Yes","Yes","protein","Model 1 (n=709)"
"250","RARRES2","processing_speed",-0.119898189100922,0.0345433458946128,0.000550456478379903,0.2119385909097,"cognitive","processing speed",0.00731320749847585,"Yes","Yes","protein","Model 1 (n=709)"
"251","RETN","processing_speed",-0.0724644000860571,0.0337458726855672,0.0321077138888992,0.203621521731768,"cognitive","processing speed",0.0746504347916907,"Yes","No","protein","Model 1 (n=709)"
"252","S100A9","processing_speed",-0.0736261778556418,0.0341387605977637,0.0313709105662887,0.203666847674238,"cognitive","processing speed",0.0746504347916907,"Yes","No","protein","Model 1 (n=709)"
"253","SELE","processing_speed",-0.0774748581843366,0.0337732245774103,0.0220873783999731,0.204356823561593,"cognitive","processing speed",0.0606942640498322,"Yes","No","protein","Model 1 (n=709)"
"254","TNFRSF1B","processing_speed",-0.138861477508296,0.03409306014782,5.17138605150936e-05,0.216933549275292,"cognitive","processing speed",0.00247830545197362,"Yes","Yes","protein","Model 1 (n=709)"
"255","VCAM1","processing_speed",-0.0811008411814552,0.0339482767569268,0.0171603273833619,0.204858293327315,"cognitive","processing speed",0.0569968016661664,"Yes","No","protein","Model 1 (n=709)"
"256","CRTAM","processing_speed",-0.138570270536062,0.034219717749322,5.70785280343867e-05,0.216724150686359,"cognitive","processing speed",0.00247830545197362,"Yes","Yes","protein","Model 1 (n=709)"
"257","NMNAT1","processing_speed",-0.0871170358406068,0.0336682455762826,0.00986753381645729,0.205970091152417,"cognitive","processing speed",0.0444054815314199,"Yes","Yes","protein","Model 1 (n=709)"
"258","HGF","processing_speed",-0.122548596759306,0.0339948836679858,0.000334416357386819,0.212986300513609,"cognitive","processing speed",0.0051834535394957,"Yes","Yes","protein","Model 1 (n=709)"
"259","OSM","processing_speed",-0.0976868472444231,0.0336720339042593,0.00383491755462487,0.207899427242162,"cognitive","processing speed",0.0254748094700081,"Yes","Yes","protein","Model 1 (n=709)"
"260","C5","executive_function",-0.0838231451523671,0.0382760803858443,0.0288544209638393,0.0153205988546278,"cognitive","executive function",0.657666638201812,"Yes","No","protein","Model 1 (n=709)"
"261","C9","executive_function",-0.0958571123938611,0.0382596295800178,0.0124546948034568,0.0173741511683278,"cognitive","executive function",0.657666638201812,"Yes","No","protein","Model 1 (n=709)"
"262","CCL18","executive_function",-0.0875957556058302,0.0382827952780374,0.0224258996010893,0.0159308925298419,"cognitive","executive function",0.657666638201812,"Yes","No","protein","Model 1 (n=709)"
"263","CHIT1","executive_function",-0.0789837862896083,0.0390231705208312,0.0433449942255159,0.0143482029301606,"cognitive","executive function",0.657666638201812,"Yes","No","protein","Model 1 (n=709)"
"264","NMNAT1","executive_function",-0.0778555493432103,0.0374041775560099,0.0377519873943281,0.0146763701367985,"cognitive","executive function",0.657666638201812,"Yes","No","protein","Model 1 (n=709)"
"265","ADAMTS13","vocabulary",0.0980346260735618,0.0369645580277535,0.00817881196817805,0.0530406218767568,"cognitive","vocabulary",0.132985944316746,"Yes","No","protein","Model 1 (n=709)"
"266","B2M","vocabulary",-0.0776949413491296,0.0380047475052719,0.0412906521272344,0.0492237820937587,"cognitive","vocabulary",0.216644685935625,"Yes","No","protein","Model 1 (n=709)"
"267","C5","vocabulary",-0.0803628925779874,0.0376010610678955,0.0329215471404572,0.0497450559573489,"cognitive","vocabulary",0.216644685935625,"Yes","No","protein","Model 1 (n=709)"
"268","C9","vocabulary",-0.0863710121727518,0.037605388548116,0.0219244813154108,0.0506926945445095,"cognitive","vocabulary",0.185361523848473,"Yes","No","protein","Model 1 (n=709)"
"269","CHIT1","vocabulary",-0.127081090617039,0.0381406155962188,0.000907591594943358,0.0584274011121446,"cognitive","vocabulary",0.0323884936964287,"Yes","Yes","protein","Model 1 (n=709)"
"270","CNTN4","vocabulary",0.0911735605576977,0.0378576667044991,0.0162819298182361,0.0513946657223508,"cognitive","vocabulary",0.168246608121773,"Yes","No","protein","Model 1 (n=709)"
"271","CRP","vocabulary",-0.0824698383978128,0.0369938411214385,0.0261096699026531,0.0502837006715818,"cognitive","vocabulary",0.202349941745562,"Yes","No","protein","Model 1 (n=709)"
"272","CXCL11","vocabulary",-0.0778533166408851,0.0373031289545158,0.0372431771881671,0.0494605483443048,"cognitive","vocabulary",0.216644685935625,"Yes","No","protein","Model 1 (n=709)"
"273","IGFBP4","vocabulary",-0.0787973863653384,0.0381425778554655,0.0392066399249026,0.0493424968068867,"cognitive","vocabulary",0.216644685935625,"Yes","No","protein","Model 1 (n=709)"
"274","LTF","vocabulary",-0.0770586525735508,0.0368729474513893,0.0369902503523095,0.0494762267255994,"cognitive","vocabulary",0.216644685935625,"Yes","No","protein","Model 1 (n=709)"
"275","MMP2","vocabulary",0.0767257882759022,0.0376490641448444,0.0419312295359274,0.0491885501883493,"cognitive","vocabulary",0.216644685935625,"Yes","No","protein","Model 1 (n=709)"
"276","NCAM1","vocabulary",0.0873365866048638,0.0374538190630214,0.0199898896846144,0.0509099359491181,"cognitive","vocabulary",0.185361523848473,"Yes","No","protein","Model 1 (n=709)"
"277","NTRK3","vocabulary",0.120278537335588,0.0374832431936756,0.00139305349231951,0.0573664886686003,"cognitive","vocabulary",0.0323884936964287,"Yes","Yes","protein","Model 1 (n=709)"
"278","OMD","vocabulary",0.127748804276577,0.0377178286026652,0.000746006894055376,0.0589141695978429,"cognitive","vocabulary",0.0323884936964287,"Yes","Yes","protein","Model 1 (n=709)"
"279","PIGR","vocabulary",-0.0907749825637281,0.0367350156865595,0.013706411040401,0.0518036851490796,"cognitive","vocabulary",0.168246608121773,"Yes","No","protein","Model 1 (n=709)"
"280","RARRES2","vocabulary",-0.0757586339864886,0.0379007369805566,0.0460064739730758,0.048976847257308,"cognitive","vocabulary",0.225189583131371,"Yes","No","protein","Model 1 (n=709)"
"281","SELE","vocabulary",-0.0891969192479727,0.0367985186667823,0.0156046179514447,0.0514954131193544,"cognitive","vocabulary",0.168246608121773,"Yes","No","protein","Model 1 (n=709)"
"282","SERPIND1","vocabulary",-0.0986405005287154,0.0374239036235443,0.00857973834301587,0.0529253723513508,"cognitive","vocabulary",0.132985944316746,"Yes","No","protein","Model 1 (n=709)"
"283","WFIKKN2","vocabulary",0.121729700793543,0.0374011020498939,0.00118938135925529,0.057757393618165,"cognitive","vocabulary",0.0323884936964287,"Yes","Yes","protein","Model 1 (n=709)"
"284","BMP1","verbal_declarative_memory",0.0844169084692867,0.0369509686440274,0.0226350431180298,0.0708339309549915,"cognitive","verbal declarative memory",0.309464700031955,"Yes","No","protein","Model 1 (n=709)"
"285","CCL18","verbal_declarative_memory",-0.0732265765214224,0.03723503536008,0.0496212822437652,0.0690596430953704,"cognitive","verbal declarative memory",0.415495780184115,"Yes","No","protein","Model 1 (n=709)"
"286","CCL21","verbal_declarative_memory",-0.113323845041248,0.0364516061110836,0.00195361820909242,0.0766223638557307,"cognitive","verbal declarative memory",0.181686493445595,"Yes","No","protein","Model 1 (n=709)"
"287","FCER2","verbal_declarative_memory",-0.0812648925143433,0.036434662232692,0.026033433129817,0.0705135862404867,"cognitive","verbal declarative memory",0.309464700031955,"Yes","No","protein","Model 1 (n=709)"
"288","LTF","verbal_declarative_memory",-0.0725664592609408,0.0364888729144943,0.0471178895524987,0.0691747145862461,"cognitive","verbal declarative memory",0.415495780184115,"Yes","No","protein","Model 1 (n=709)"
"289","MIA","verbal_declarative_memory",0.0812673404737525,0.0365788547812388,0.0266206193575875,0.0704626547272453,"cognitive","verbal declarative memory",0.309464700031955,"Yes","No","protein","Model 1 (n=709)"
"290","MST1","verbal_declarative_memory",-0.101673136742653,0.0363039958270516,0.00524060080520918,0.0742592178307949,"cognitive","verbal declarative memory",0.19814258360657,"Yes","No","protein","Model 1 (n=709)"
"291","OMD","verbal_declarative_memory",0.10234626180306,0.0374185785940752,0.00639169624537322,0.0737879191756592,"cognitive","verbal declarative memory",0.19814258360657,"Yes","No","protein","Model 1 (n=709)"
"292","SELE","verbal_declarative_memory",-0.0859637978397818,0.0364123600425558,0.0185051487218595,0.0712979176201119,"cognitive","verbal declarative memory",0.309464700031955,"Yes","No","protein","Model 1 (n=709)"
"293","NMNAT1","verbal_declarative_memory",-0.080896177639387,0.0363293150487196,0.0262798015761123,0.0704920730853305,"cognitive","verbal declarative memory",0.309464700031955,"Yes","No","protein","Model 1 (n=709)"
"294","C4A.C4B","matrix_reasoning",-0.0922824450612865,0.0371903909298096,0.0133208744772063,0.0422913096982448,"cognitive","matrix reasoning",0.182718423309272,"Yes","No","protein","Model 1 (n=709)"
"295","C5","matrix_reasoning",-0.0907650602257781,0.0377583107231507,0.0164812119950505,0.0417804020610127,"cognitive","matrix reasoning",0.182718423309272,"Yes","No","protein","Model 1 (n=709)"
"296","CCL21","matrix_reasoning",-0.0898897188489726,0.0371308038635825,0.0157343271075618,0.04189144587958,"cognitive","matrix reasoning",0.182718423309272,"Yes","No","protein","Model 1 (n=709)"
"297","CCL25","matrix_reasoning",-0.0878510966729831,0.0369464198964115,0.0176824280621876,0.0416122369609779,"cognitive","matrix reasoning",0.182718423309272,"Yes","No","protein","Model 1 (n=709)"
"298","CD209","matrix_reasoning",-0.079625656839392,0.0370389381294921,0.0319124857054761,0.0402160094001041,"cognitive","matrix reasoning",0.24732176421744,"Yes","No","protein","Model 1 (n=709)"
"299","CRP","matrix_reasoning",-0.104585990734098,0.0371024790288118,0.00495509930686955,0.0446975445515568,"cognitive","matrix reasoning",0.115206058884717,"Yes","No","protein","Model 1 (n=709)"
"300","MMP12","matrix_reasoning",-0.0959368950104792,0.0392777044281719,0.0148296699891183,0.0420334394352767,"cognitive","matrix reasoning",0.182718423309272,"Yes","No","protein","Model 1 (n=709)"
"301","MST1","matrix_reasoning",-0.128203519383813,0.0367705193444752,0.000519603283237734,0.0503139321307963,"cognitive","matrix reasoning",0.0483231053411092,"Yes","Yes","protein","Model 1 (n=709)"
"302","OMD","matrix_reasoning",0.0883533229676743,0.038070155729436,0.0205822942835609,0.0412504440600618,"cognitive","matrix reasoning",0.191415336837116,"Yes","No","protein","Model 1 (n=709)"
